account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage,dir
0x4aed548b0ad2ad42d36a65fc9fbb736529027373,AVAX,15.4736,0.3059,BUY,2023-04-05 17:06:00,-0.3182,CLOSE,13.16,20,Long
0xe921971dbc1ec5636c7872b4ccfded69e5a45abe,DOGE,0.0645,0.073,SELL,2023-04-05 19:39:00,0.0558,CLOSE,-5.49,5,Short
0x4aed548b0ad2ad42d36a65fc9fbb736529027373,DOGE,0.0717,0.1017,BUY,2023-04-05 21:46:00,-0.0441,CLOSE,0.51,3,Long
0x4ccba13ed55148644802487bce53eb55921ba0fe,AVAX,12.3186,0.1739,SELL,2023-04-06 01:14:00,-0.0058,CLOSE,-4.81,2,Short
0x9f46469dacc43d56c35b79bae4905b54b673b96f,MATIC,0.8657,0.2101,BUY,2023-04-06 02:57:00,0.1306,OPEN,0.0,2,Long
0x75e3bcbec520c0c454921cf1afac79214071ba6e,ETH,1677.8168,0.3383,SELL,2023-04-06 03:01:00,-0.0033,CLOSE,0.61,2,Short
0x525162b29a67219a10418bb3be42f9213b57465d,DOGE,0.0698,0.0919,BUY,2023-04-06 03:18:00,-0.0637,CLOSE,12.86,10,Long
0x646d2815b93dc22b981b7152e79d208287e60827,DOGE,0.0725,0.6582,SELL,2023-04-06 04:40:00,-0.6227,CLOSE,110.68,20,Short
0x78af6c0c766c104d1e512e617f991e02976ce472,ARB,1.2573,0.0193,BUY,2023-04-06 05:01:00,-0.0116,OPEN,0.0,10,Long
0x1df10b04fc8b7bb56232fbf467593f3d4db7f636,BNB,208.4152,1.4416,BUY,2023-04-06 07:02:00,-0.5573,CLOSE,-2.43,3,Long
0x525162b29a67219a10418bb3be42f9213b57465d,ARB,1.1709,0.9914,BUY,2023-04-06 07:55:00,-0.1248,OPEN,0.0,2,Long
0x0af6790523dd0af40c1c3a03a4c1a0df6067eba2,AVAX,13.827,0.8338,BUY,2023-04-06 09:32:00,0.1121,OPEN,0.0,3,Long
0x4939835272851ed4624ebeef2cd55b020d083576,LINK,6.5347,0.3654,SELL,2023-04-06 12:12:00,0.1476,CLOSE,-31.92,20,Short
0xeea684c1f340e7d01d339e94e345a318e63f4345,OP,1.4925,0.1617,BUY,2023-04-06 12:18:00,-0.0165,CLOSE,1.62,2,Long
0x0328d5d04ef6b199bde888fc75394a7e49cbb2e3,OP,1.5024,0.358,BUY,2023-04-06 12:38:00,-0.0313,CLOSE,24.07,10,Long
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,ETH,1584.4073,0.9486,SELL,2023-04-06 13:40:00,0.5377,CLOSE,-1.71,10,Short
0x4f4a940690ae223310632fab09b9ce1d1115fe6b,BTC,25055.0808,0.4533,BUY,2023-04-06 17:54:00,-0.1111,CLOSE,8.29,5,Long
0xcfd86a92699b4e78a9d76f77c3658a5933d981e1,LINK,6.1045,0.1829,SELL,2023-04-06 17:58:00,0.0961,CLOSE,3.47,1,Short
0x9c453737aa43460414e9164eba11d3f5579cf2f1,OP,1.3672,0.1996,SELL,2023-04-06 21:40:00,-0.0081,OPEN,0.0,20,Short
0x0e414a03aedcefa5c05276b7aa873350baf6378b,ETH,1485.2729,0.2365,SELL,2023-04-07 00:45:00,-0.0226,CLOSE,12.09,3,Short
0xb429f0db71443a6dc3b6dd7fc8a7ccec4aa6dfca,OP,1.535,0.4643,SELL,2023-04-07 05:46:00,0.1717,CLOSE,-0.9,10,Short
0x6ae91f9044b365bc545fbaefecc120afb3f0e0b8,MATIC,0.9269,0.7244,SELL,2023-04-07 10:58:00,0.2675,OPEN,0.0,10,Short
0x453dd2d9eed5ff86eb409796ee5f1e1d285c33d4,SOL,20.0873,0.3,BUY,2023-04-07 13:44:00,-0.2637,OPEN,0.0,2,Long
0xb973994ea6148c341bff47f5e9721ff9029420df,ARB,1.115,1.6125,BUY,2023-04-07 14:36:00,-1.1056,CLOSE,64.97,20,Long
0x37d65217f9a89b91d3d82602fe21b9178f03dce8,ETH,1639.8809,0.1811,BUY,2023-04-07 15:29:00,0.0499,OPEN,0.0,2,Long
0xb973994ea6148c341bff47f5e9721ff9029420df,MATIC,0.9195,0.974,BUY,2023-04-07 20:16:00,-0.362,CLOSE,3.16,1,Long
0xdb5102ee19e81b7181b47ffb28758462bdc6a2f6,MATIC,0.9608,0.5433,BUY,2023-04-08 04:54:00,0.5703,CLOSE,-4.65,5,Long
0xb429f0db71443a6dc3b6dd7fc8a7ccec4aa6dfca,SOL,19.4929,0.2679,SELL,2023-04-08 09:44:00,-0.0317,OPEN,0.0,20,Short
0x893c0ce1b001bed43dbe9f36ff779cf9df99e513,MATIC,0.9752,0.1366,BUY,2023-04-08 10:08:00,0.0497,CLOSE,15.58,5,Long
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,MATIC,0.9492,0.354,BUY,2023-04-08 10:15:00,0.1457,OPEN,0.0,20,Long
0x0285eb8e3dcc5302124dd67b15b3a223cf2bd3b2,BTC,25160.5638,0.2892,SELL,2023-04-08 13:10:00,-0.0855,OPEN,0.0,2,Short
0xd45a1cd4a5790cb05bf8c66c9c2a4154c047bb63,DOGE,0.0695,0.3216,SELL,2023-04-08 14:47:00,-0.0887,OPEN,0.0,50,Short
0xee391c2f221fd53d6a55604791a2377121504c19,SOL,19.1697,0.5282,BUY,2023-04-08 18:19:00,0.2769,CLOSE,1.08,1,Long
0xebf28c699b1e7f2ad3e31316d86da0df789a475b,ETH,1581.6361,0.3024,BUY,2023-04-08 23:00:00,-0.124,CLOSE,-24.03,10,Long
0xd070b332429151e576014d456b91028526f824b6,DOGE,0.0716,0.206,SELL,2023-04-09 01:01:00,0.2181,OPEN,0.0,3,Short
0x453dd2d9eed5ff86eb409796ee5f1e1d285c33d4,ETH,1579.2623,0.4208,SELL,2023-04-09 08:02:00,0.0262,CLOSE,3.26,5,Short
0xb77e6e8c09d1faa2d9fa8746ce75c51abe7252be,LINK,5.9732,0.1355,SELL,2023-04-09 08:52:00,0.002,OPEN,0.0,2,Short
0xeebc475a7fbdf24e9a015d16ca79c7f443e7ab81,SOL,20.201,0.4813,SELL,2023-04-09 21:40:00,0.4307,OPEN,0.0,20,Short
0x5adebdbe4ffde843c5c0942476dafed98f4081ed,LINK,5.8763,0.4175,BUY,2023-04-10 01:11:00,-0.3037,OPEN,0.0,2,Long
0x893c0ce1b001bed43dbe9f36ff779cf9df99e513,SOL,19.0853,0.6808,BUY,2023-04-10 04:10:00,0.2107,OPEN,0.0,5,Long
0xea061b83a2dc03d04b9b22920149ea6f5465fa27,OP,1.6278,0.6088,SELL,2023-04-10 04:20:00,-0.3373,CLOSE,-54.42,20,Short
0xe2f5ee794b96897c7d576413e0148b2e8f9fa655,AVAX,13.397,0.3127,BUY,2023-04-10 09:40:00,0.1322,CLOSE,0.47,1,Long
0x987c1d0a09e6109925ce9325a327c9bc34db8d33,BNB,227.0442,0.0106,SELL,2023-04-10 09:59:00,0.0005,OPEN,0.0,3,Short
0x5adebdbe4ffde843c5c0942476dafed98f4081ed,DOGE,0.0721,0.7956,SELL,2023-04-10 10:48:00,0.1186,CLOSE,24.64,10,Short
0x23be95267b9414f864c908abccf5f987e42ce22c,BTC,23222.1748,0.4488,BUY,2023-04-10 11:35:00,0.3134,OPEN,0.0,2,Long
0x744c9dcc29d0c40a3d305d66bb7cf1e724333f73,LINK,5.8221,0.1434,SELL,2023-04-10 12:02:00,0.0732,CLOSE,213.84,50,Short
0x5adebdbe4ffde843c5c0942476dafed98f4081ed,SOL,19.1629,1.784,SELL,2023-04-10 13:51:00,0.9807,OPEN,0.0,10,Short
0x24a05b6a280881d9f48b32588c8c89018988a3b9,SOL,18.5506,0.0348,BUY,2023-04-10 17:53:00,0.0074,OPEN,0.0,3,Long
0xea061b83a2dc03d04b9b22920149ea6f5465fa27,MATIC,0.9657,0.5509,BUY,2023-04-10 21:47:00,-0.4738,CLOSE,2.71,10,Long
0x2fb4e305fa7f9e99b4f649c36ab6f03349f63204,DOGE,0.0716,0.0648,SELL,2023-04-11 01:16:00,0.0104,OPEN,0.0,50,Short
0x525162b29a67219a10418bb3be42f9213b57465d,BTC,22147.9224,0.9127,SELL,2023-04-11 07:01:00,-0.5074,OPEN,0.0,5,Short
0x744c9dcc29d0c40a3d305d66bb7cf1e724333f73,BNB,204.6994,0.6011,BUY,2023-04-11 07:55:00,0.5524,CLOSE,9.44,10,Long
0x4ccba13ed55148644802487bce53eb55921ba0fe,MATIC,0.8889,0.3261,BUY,2023-04-11 08:30:00,-0.0633,CLOSE,-10.22,20,Long
0x9f46469dacc43d56c35b79bae4905b54b673b96f,DOGE,0.0699,0.6156,SELL,2023-04-11 16:02:00,-0.2405,OPEN,0.0,1,Short
0x4939835272851ed4624ebeef2cd55b020d083576,ETH,1661.7784,3.2997,SELL,2023-04-11 17:35:00,-0.7153,OPEN,0.0,50,Short
0xb77e6e8c09d1faa2d9fa8746ce75c51abe7252be,ARB,1.2589,0.1723,BUY,2023-04-11 21:07:00,-0.0172,OPEN,0.0,50,Long
0x525162b29a67219a10418bb3be42f9213b57465d,ETH,1498.5769,0.4026,BUY,2023-04-11 21:31:00,-0.1314,CLOSE,236.75,50,Long
0xdaae4227dfe85b6068adba35a50dd7a2e75f34fe,BNB,225.387,0.0247,BUY,2023-04-12 05:26:00,0.0014,CLOSE,-16.27,20,Long
0x0328d5d04ef6b199bde888fc75394a7e49cbb2e3,OP,1.6263,0.2818,SELL,2023-04-12 05:53:00,0.1409,OPEN,0.0,10,Short
0xc87fa1c370a4cdce8a3de02aecd8246696f21820,MATIC,0.8887,0.8742,BUY,2023-04-12 08:44:00,-0.7952,OPEN,0.0,5,Long
0xc599099a389d38c5d9c8b5481edbeba0598102b1,DOGE,0.0665,0.5447,BUY,2023-04-12 09:11:00,0.0239,OPEN,0.0,2,Long
0xa2a2e9a7468bbcd27e0f039d47476b02aac10637,BNB,214.9221,0.4688,BUY,2023-04-12 21:11:00,-0.0695,CLOSE,-37.89,20,Long
0xdaae4227dfe85b6068adba35a50dd7a2e75f34fe,MATIC,0.8736,0.2344,BUY,2023-04-12 22:45:00,-0.0084,OPEN,0.0,2,Long
0x9c453737aa43460414e9164eba11d3f5579cf2f1,LINK,5.4223,0.3867,BUY,2023-04-13 03:10:00,-0.0778,OPEN,0.0,5,Long
0x78af6c0c766c104d1e512e617f991e02976ce472,ETH,1732.7536,0.1974,SELL,2023-04-13 03:57:00,0.0634,OPEN,0.0,10,Short
0xc87fa1c370a4cdce8a3de02aecd8246696f21820,MATIC,0.9562,0.4653,BUY,2023-04-13 05:40:00,-0.0766,CLOSE,-2.63,1,Long
0x23be95267b9414f864c908abccf5f987e42ce22c,BTC,24968.0574,0.152,BUY,2023-04-13 06:18:00,0.0891,CLOSE,-0.64,3,Long
0x6ae91f9044b365bc545fbaefecc120afb3f0e0b8,AVAX,13.9647,0.0564,SELL,2023-04-13 10:28:00,-0.0011,CLOSE,8.69,5,Short
0x6262afa887ea89b1b66c12e70d25de9412bdf3dd,BTC,26496.4831,0.1166,SELL,2023-04-13 10:56:00,-0.0861,CLOSE,7.39,3,Short
0xb77e6e8c09d1faa2d9fa8746ce75c51abe7252be,OP,1.5318,0.469,BUY,2023-04-13 11:29:00,0.0336,CLOSE,1.87,10,Long
0xc599099a389d38c5d9c8b5481edbeba0598102b1,SOL,18.8579,0.225,SELL,2023-04-13 14:49:00,-0.0616,OPEN,0.0,1,Short
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,BNB,217.6733,1.3811,SELL,2023-04-13 17:16:00,0.2956,OPEN,0.0,50,Short
0x24a05b6a280881d9f48b32588c8c89018988a3b9,LINK,6.1424,1.9981,SELL,2023-04-13 18:06:00,0.0517,OPEN,0.0,2,Short
0x47484e135be5cc29287e7165fb9c975996f6a214,BNB,192.1805,0.3428,BUY,2023-04-13 20:19:00,-0.1107,OPEN,0.0,5,Long
0x6121a1650753afb98b8a066940907804424fc225,DOGE,0.0697,0.2344,SELL,2023-04-13 22:11:00,0.0216,OPEN,0.0,10,Short
0x4ccba13ed55148644802487bce53eb55921ba0fe,BNB,201.0337,0.0653,SELL,2023-04-14 00:32:00,0.0372,CLOSE,-9.36,5,Short
0xe2c1562bb67f7a529b76e91f7196d63f54ccddaf,DOGE,0.0705,0.1031,BUY,2023-04-14 01:28:00,-0.0781,CLOSE,-2.41,50,Long
0xb973994ea6148c341bff47f5e9721ff9029420df,ETH,1496.4946,0.4329,BUY,2023-04-14 05:03:00,0.195,CLOSE,-1.58,1,Long
0x47484e135be5cc29287e7165fb9c975996f6a214,BTC,26433.0898,0.1511,BUY,2023-04-14 05:14:00,0.0597,CLOSE,-1.39,3,Long
0x0e414a03aedcefa5c05276b7aa873350baf6378b,AVAX,13.3789,0.5246,SELL,2023-04-14 06:38:00,0.0081,CLOSE,-0.46,1,Short
0x43daceb7e014b2c8f1e1dea64bf293277027181b,BTC,25324.467,0.0191,SELL,2023-04-14 07:23:00,0.025,OPEN,0.0,50,Short
0xa2e1a7b77321268164f1cab8f52cd112cfe0f364,AVAX,13.5588,0.1482,SELL,2023-04-14 08:55:00,-0.0747,CLOSE,-12.82,20,Short
0x09fceb2336574e225ea891b132998c73f4696abe,ARB,1.2935,0.1692,SELL,2023-04-14 09:43:00,-0.0303,CLOSE,4.76,2,Short
0x0f2f77b9475059e62105e77b8d130a7cd6f85ea9,LINK,6.3095,0.0147,BUY,2023-04-14 09:51:00,-0.0104,OPEN,0.0,5,Long
0x2fb4e305fa7f9e99b4f649c36ab6f03349f63204,DOGE,0.0717,0.1435,SELL,2023-04-14 11:29:00,-0.0421,OPEN,0.0,10,Short
0x2d1a95b8825f9bbc7b309def655febd63cc1029d,ARB,1.2357,0.0322,SELL,2023-04-14 12:51:00,-0.0182,OPEN,0.0,2,Short
0xebf28c699b1e7f2ad3e31316d86da0df789a475b,AVAX,14.7239,0.5482,BUY,2023-04-14 14:14:00,0.1623,OPEN,0.0,2,Long
0x6121a1650753afb98b8a066940907804424fc225,OP,1.5741,0.1397,SELL,2023-04-14 20:09:00,-0.0649,CLOSE,-43.36,20,Short
0xdaae4227dfe85b6068adba35a50dd7a2e75f34fe,LINK,5.6624,0.5457,SELL,2023-04-15 00:58:00,-0.121,OPEN,0.0,20,Short
0x14fb2d0de7f331f4ab61b71a9d5c4c8e4ef8c0e5,BNB,184.7502,1.1547,SELL,2023-04-15 02:58:00,0.0092,OPEN,0.0,3,Short
0x4f4a940690ae223310632fab09b9ce1d1115fe6b,BNB,207.3408,0.0869,BUY,2023-04-15 06:55:00,-0.0528,OPEN,0.0,20,Long
0xd45a1cd4a5790cb05bf8c66c9c2a4154c047bb63,BTC,25881.0851,0.3412,BUY,2023-04-15 06:58:00,-0.1193,CLOSE,11.0,50,Long
0x23be95267b9414f864c908abccf5f987e42ce22c,BNB,184.1123,0.4023,BUY,2023-04-15 09:19:00,0.0365,CLOSE,-68.88,20,Long
0x4ccba13ed55148644802487bce53eb55921ba0fe,SOL,18.0803,0.0389,SELL,2023-04-15 12:04:00,0.0154,CLOSE,0.33,5,Short
0x23be95267b9414f864c908abccf5f987e42ce22c,ETH,1550.6535,0.2531,BUY,2023-04-15 13:05:00,0.0185,OPEN,0.0,50,Long
0x26e94b906f96d22acf1132f3c95ef725e7f49365,BTC,25728.422,0.8681,BUY,2023-04-15 16:09:00,-0.4321,OPEN,0.0,20,Long
0xd45a1cd4a5790cb05bf8c66c9c2a4154c047bb63,DOGE,0.0752,0.2215,BUY,2023-04-15 18:00:00,0.0798,CLOSE,-113.59,50,Long
0x6262afa887ea89b1b66c12e70d25de9412bdf3dd,OP,1.5487,0.3432,BUY,2023-04-15 23:06:00,-0.1171,CLOSE,-2.43,2,Long
0xc4dea9884019946f0c0617e568292cdd487b5de4,LINK,5.7856,0.5642,SELL,2023-04-15 23:13:00,-0.6523,OPEN,0.0,5,Short
0x4ccba13ed55148644802487bce53eb55921ba0fe,MATIC,0.9245,0.2055,BUY,2023-04-16 01:44:00,0.0462,CLOSE,-1.23,3,Long
0x09fceb2336574e225ea891b132998c73f4696abe,BTC,25030.5996,0.1903,BUY,2023-04-16 17:52:00,0.019,CLOSE,-2.71,1,Long
0x9f46469dacc43d56c35b79bae4905b54b673b96f,ARB,1.1751,0.4196,BUY,2023-04-16 17:53:00,-0.1973,CLOSE,0.17,1,Long
0x24a05b6a280881d9f48b32588c8c89018988a3b9,ETH,1435.0258,2.6754,SELL,2023-04-16 18:11:00,2.1901,CLOSE,-5.53,2,Short
0x43daceb7e014b2c8f1e1dea64bf293277027181b,BTC,25216.0529,1.035,SELL,2023-04-16 18:26:00,0.2412,CLOSE,-40.77,50,Short
0xcfd86a92699b4e78a9d76f77c3658a5933d981e1,LINK,5.9711,0.3491,SELL,2023-04-16 18:43:00,-0.0368,OPEN,0.0,3,Short
0xd070b332429151e576014d456b91028526f824b6,LINK,5.8882,0.1396,BUY,2023-04-16 20:07:00,-0.0101,OPEN,0.0,10,Long
0x6262afa887ea89b1b66c12e70d25de9412bdf3dd,ETH,1528.0782,0.4108,BUY,2023-04-16 20:19:00,-0.1816,OPEN,0.0,20,Long
0xc4dea9884019946f0c0617e568292cdd487b5de4,ETH,1768.2938,0.0333,BUY,2023-04-16 23:31:00,0.0099,CLOSE,-40.45,50,Long
0x30cf07144e7941c6c51824aa794607d5a2f34311,OP,1.4919,0.692,BUY,2023-04-17 00:51:00,0.3848,OPEN,0.0,2,Long
0xc87fa1c370a4cdce8a3de02aecd8246696f21820,SOL,19.7953,0.1531,SELL,2023-04-17 03:08:00,-0.0296,CLOSE,-12.81,10,Short
0x43daceb7e014b2c8f1e1dea64bf293277027181b,OP,1.4084,1.1061,SELL,2023-04-17 04:30:00,1.3816,CLOSE,14.51,10,Short
0xe2f5ee794b96897c7d576413e0148b2e8f9fa655,MATIC,0.8963,0.083,SELL,2023-04-17 06:35:00,-0.0469,OPEN,0.0,2,Short
0x9c453737aa43460414e9164eba11d3f5579cf2f1,SOL,20.8631,2.3223,SELL,2023-04-17 07:52:00,0.3079,CLOSE,-11.98,10,Short
0x3be2f0013aec35a8fd588a7ee15b7c917e04dd75,BTC,26166.1192,0.3695,BUY,2023-04-17 08:34:00,0.403,OPEN,0.0,50,Long
0xcfd86a92699b4e78a9d76f77c3658a5933d981e1,SOL,19.0498,1.377,SELL,2023-04-17 11:39:00,1.383,OPEN,0.0,20,Short
0xaa624205b23ee2d620474b557ab013e55b55c926,OP,1.3888,0.4967,BUY,2023-04-17 15:23:00,0.0869,OPEN,0.0,3,Long
0xc4dea9884019946f0c0617e568292cdd487b5de4,LINK,5.8621,1.4694,BUY,2023-04-17 17:37:00,-0.2491,CLOSE,6.3,3,Long
0x8528643b6c996c090947e88b00fe1763200c3698,DOGE,0.0674,1.6937,SELL,2023-04-18 02:51:00,-1.7309,CLOSE,-5.38,2,Short
0x4f4a940690ae223310632fab09b9ce1d1115fe6b,LINK,6.3671,0.4452,SELL,2023-04-18 03:54:00,0.2113,CLOSE,-2.55,10,Short
0xbb4e5487f3cf95039e0674754240ffcd91dcb7b6,AVAX,14.0538,0.0518,BUY,2023-04-18 05:58:00,0.0133,OPEN,0.0,3,Long
0x2d1a95b8825f9bbc7b309def655febd63cc1029d,SOL,19.912,0.042,BUY,2023-04-18 06:43:00,0.0071,CLOSE,0.77,3,Long
0x2fb4e305fa7f9e99b4f649c36ab6f03349f63204,BNB,189.3378,0.5117,BUY,2023-04-18 11:26:00,-0.2848,OPEN,0.0,5,Long
0x4939835272851ed4624ebeef2cd55b020d083576,OP,1.5686,0.3279,SELL,2023-04-18 11:52:00,0.1902,CLOSE,-6.01,2,Short
0x1d186cb24f764ddad17b04d51d4a66b0c92ad716,OP,1.5837,0.4183,SELL,2023-04-18 14:48:00,0.2016,CLOSE,-5.93,3,Short
0x23be95267b9414f864c908abccf5f987e42ce22c,ARB,1.1113,0.143,SELL,2023-04-18 17:40:00,0.0991,CLOSE,-39.74,50,Short
0x646d2815b93dc22b981b7152e79d208287e60827,SOL,19.7875,0.7032,BUY,2023-04-18 18:24:00,-0.155,OPEN,0.0,20,Long
0xea061b83a2dc03d04b9b22920149ea6f5465fa27,DOGE,0.0718,0.0149,BUY,2023-04-18 19:03:00,0.0133,CLOSE,10.34,20,Long
0x4aed548b0ad2ad42d36a65fc9fbb736529027373,MATIC,0.9309,0.4581,SELL,2023-04-18 21:37:00,0.1113,CLOSE,3.32,1,Short
0x525162b29a67219a10418bb3be42f9213b57465d,ETH,1679.5144,0.0221,SELL,2023-04-19 00:42:00,-0.01,OPEN,0.0,1,Short
0xe921971dbc1ec5636c7872b4ccfded69e5a45abe,LINK,6.6835,0.1431,BUY,2023-04-19 00:48:00,0.079,CLOSE,1.05,1,Long
0xeebc475a7fbdf24e9a015d16ca79c7f443e7ab81,OP,1.6774,0.313,SELL,2023-04-19 07:41:00,0.0096,OPEN,0.0,1,Short
0xeea684c1f340e7d01d339e94e345a318e63f4345,OP,1.5114,0.0279,SELL,2023-04-19 09:31:00,0.0074,CLOSE,-2.87,2,Short
0x987c1d0a09e6109925ce9325a327c9bc34db8d33,BNB,203.3594,0.8546,SELL,2023-04-19 11:16:00,0.3061,OPEN,0.0,50,Short
0xdaae4227dfe85b6068adba35a50dd7a2e75f34fe,AVAX,13.0439,0.5404,BUY,2023-04-19 13:54:00,0.398,OPEN,0.0,50,Long
0x5d4e187b0ea64e520ab88273cce8678ddb6803c8,AVAX,14.8327,0.2435,BUY,2023-04-19 16:50:00,0.1426,OPEN,0.0,1,Long
0xdaae4227dfe85b6068adba35a50dd7a2e75f34fe,AVAX,13.9241,0.2929,BUY,2023-04-19 18:19:00,0.0618,OPEN,0.0,50,Long
0x26e94b906f96d22acf1132f3c95ef725e7f49365,DOGE,0.0661,0.0746,BUY,2023-04-19 18:51:00,-0.0081,OPEN,0.0,10,Long
0x7d320effc2b28f577dcd364c61661834374cb1ee,AVAX,14.0004,0.0571,BUY,2023-04-19 19:00:00,-0.0476,OPEN,0.0,1,Long
0xcfd86a92699b4e78a9d76f77c3658a5933d981e1,ETH,1635.1736,0.6701,BUY,2023-04-19 23:14:00,0.3028,CLOSE,-58.25,50,Long
0x744cb7ef9bc0528b331a9c8cbdd555eeda37cf0e,BTC,25035.7072,0.905,SELL,2023-04-19 23:49:00,0.5846,CLOSE,293.32,50,Short
0xe921971dbc1ec5636c7872b4ccfded69e5a45abe,SOL,21.5783,0.6451,BUY,2023-04-20 05:15:00,0.0985,CLOSE,225.94,50,Long
0x78af6c0c766c104d1e512e617f991e02976ce472,AVAX,14.0162,1.4635,SELL,2023-04-20 05:23:00,-0.7145,CLOSE,41.01,20,Short
0x78af6c0c766c104d1e512e617f991e02976ce472,SOL,20.6882,0.0262,BUY,2023-04-20 14:03:00,-0.0058,CLOSE,-0.28,1,Long
0x9f46469dacc43d56c35b79bae4905b54b673b96f,SOL,19.8005,0.4876,SELL,2023-04-20 16:14:00,-0.2836,CLOSE,0.74,5,Short
0xc4dea9884019946f0c0617e568292cdd487b5de4,BTC,25427.1924,0.3626,SELL,2023-04-20 18:17:00,-0.2354,OPEN,0.0,2,Short
0xeea684c1f340e7d01d339e94e345a318e63f4345,OP,1.4686,0.3017,SELL,2023-04-20 22:24:00,-0.1316,OPEN,0.0,20,Short
0x0328d5d04ef6b199bde888fc75394a7e49cbb2e3,ETH,1557.4191,0.761,BUY,2023-04-20 23:59:00,0.2679,CLOSE,0.62,3,Long
0x525162b29a67219a10418bb3be42f9213b57465d,SOL,21.1329,1.2408,SELL,2023-04-21 04:08:00,1.2783,CLOSE,-5.26,3,Short
0x744cb7ef9bc0528b331a9c8cbdd555eeda37cf0e,LINK,5.929,0.1816,SELL,2023-04-21 05:52:00,0.0896,OPEN,0.0,3,Short
0x2e380d92bab460b09297a542e4b0198e2c87e43c,LINK,5.9254,0.5946,SELL,2023-04-21 10:28:00,0.2482,OPEN,0.0,3,Short
0x37d65217f9a89b91d3d82602fe21b9178f03dce8,MATIC,0.8209,0.259,SELL,2023-04-21 14:38:00,0.1147,OPEN,0.0,1,Short
0x893c0ce1b001bed43dbe9f36ff779cf9df99e513,ETH,1629.3888,1.0826,BUY,2023-04-21 16:16:00,0.8676,OPEN,0.0,50,Long
0x78af6c0c766c104d1e512e617f991e02976ce472,ETH,1664.3885,0.4067,BUY,2023-04-21 17:20:00,-0.3381,CLOSE,-2.89,1,Long
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,LINK,6.2866,1.2017,BUY,2023-04-21 19:32:00,-0.0233,CLOSE,54.01,50,Long
0x744cb7ef9bc0528b331a9c8cbdd555eeda37cf0e,DOGE,0.0692,0.5525,SELL,2023-04-21 20:03:00,-0.2095,OPEN,0.0,5,Short
0x47484e135be5cc29287e7165fb9c975996f6a214,ETH,1669.7245,0.5736,SELL,2023-04-21 20:41:00,0.0938,OPEN,0.0,2,Short
0x43daceb7e014b2c8f1e1dea64bf293277027181b,BNB,217.4482,0.0345,BUY,2023-04-21 21:28:00,0.0003,CLOSE,9.9,5,Long
0x9f46469dacc43d56c35b79bae4905b54b673b96f,DOGE,0.0671,0.1194,BUY,2023-04-21 23:11:00,-0.0422,CLOSE,-0.98,1,Long
0xc599099a389d38c5d9c8b5481edbeba0598102b1,LINK,6.2772,0.5278,SELL,2023-04-22 02:05:00,0.3966,OPEN,0.0,50,Short
0x9c453737aa43460414e9164eba11d3f5579cf2f1,DOGE,0.0624,1.0466,BUY,2023-04-22 04:06:00,0.9949,CLOSE,-0.11,5,Long
0xb2ad781ab883a8f93650bcd708f6c9529a07f690,AVAX,13.9233,0.9274,BUY,2023-04-22 04:39:00,0.0616,OPEN,0.0,5,Long
0x6121a1650753afb98b8a066940907804424fc225,MATIC,0.9068,0.1895,BUY,2023-04-22 06:07:00,0.036,OPEN,0.0,5,Long
0x2d1a95b8825f9bbc7b309def655febd63cc1029d,BTC,26812.9253,0.1377,SELL,2023-04-22 06:29:00,-0.0773,OPEN,0.0,50,Short
0x8528643b6c996c090947e88b00fe1763200c3698,DOGE,0.0671,0.1955,SELL,2023-04-22 06:54:00,0.087,CLOSE,-5.76,2,Short
0xd070b332429151e576014d456b91028526f824b6,AVAX,14.6777,0.156,BUY,2023-04-22 10:35:00,0.1007,CLOSE,10.55,2,Long
0xa2a2e9a7468bbcd27e0f039d47476b02aac10637,ARB,1.1334,0.0182,SELL,2023-04-22 10:51:00,0.0156,CLOSE,-0.77,3,Short
0x4939835272851ed4624ebeef2cd55b020d083576,ETH,1656.5367,0.9363,BUY,2023-04-22 13:00:00,-0.0568,OPEN,0.0,50,Long
0x0f2f77b9475059e62105e77b8d130a7cd6f85ea9,LINK,6.4523,1.5408,BUY,2023-04-22 15:39:00,-0.3148,OPEN,0.0,1,Long
0x47484e135be5cc29287e7165fb9c975996f6a214,DOGE,0.0775,0.2881,BUY,2023-04-22 16:28:00,0.2074,CLOSE,-3.43,2,Long
0xedbe03d7cf3f6121ea929dfa1841270856f03d2b,LINK,6.6068,0.2229,BUY,2023-04-22 22:12:00,0.0514,OPEN,0.0,2,Long
0xe2c1562bb67f7a529b76e91f7196d63f54ccddaf,ARB,1.1599,0.3038,SELL,2023-04-22 22:33:00,0.1221,CLOSE,-1.37,1,Short
0x43daceb7e014b2c8f1e1dea64bf293277027181b,DOGE,0.0715,0.2358,SELL,2023-04-23 03:56:00,-0.0134,CLOSE,0.54,1,Short
0x0f2f77b9475059e62105e77b8d130a7cd6f85ea9,ETH,1651.3558,0.061,SELL,2023-04-23 04:39:00,-0.0082,CLOSE,-9.5,5,Short
0x7d320effc2b28f577dcd364c61661834374cb1ee,AVAX,14.5639,0.102,SELL,2023-04-23 06:35:00,0.0041,OPEN,0.0,3,Short
